# th0_err_rad(x) × mgl_err(y), 每格 625 次
0.146,4.80,4.48,5.76,6.24,5.76,4.80,4.16,4.00,8.00,6.24,4.80,4.96,5.12,6.88,6.88,7.04,4.96,8.32,6.56,7.52,8.00,5.76,7.36,7.68,7.52,6.88,7.20,9.12,9.12,8.48,7.20,8.16,7.52,6.56,8.00,10.72,9.60,9.60,11.20,10.08
0.154,4.48,4.48,7.04,3.68,4.80,6.40,5.60,4.64,4.80,5.92,4.16,5.60,7.04,6.40,5.60,6.08,7.52,5.92,7.04,5.12,8.00,7.04,6.08,8.00,7.36,8.00,7.04,8.00,8.32,9.44,7.04,8.48,8.96,9.76,8.96,9.28,8.48,11.52,11.84,9.76
0.162,5.60,5.12,4.00,4.96,6.88,5.60,4.16,4.48,5.92,5.12,8.00,6.56,6.56,7.04,7.04,7.36,7.36,6.72,6.08,7.36,4.00,9.92,9.12,8.64,6.72,8.00,8.16,7.36,7.84,7.68,8.64,9.12,6.88,9.12,11.36,11.04,8.48,8.64,7.36,10.72
0.169,5.44,5.60,6.72,5.28,4.32,6.40,4.32,5.76,4.16,6.40,5.92,5.76,5.44,7.84,6.88,7.04,8.32,5.92,8.96,8.32,6.72,6.88,7.04,6.72,7.20,8.00,8.32,7.84,8.16,8.00,10.24,9.28,7.36,9.92,8.48,11.04,10.40,10.88,7.20,8.64
0.177,4.32,4.64,6.24,5.76,6.08,5.76,5.92,5.60,4.80,7.52,3.84,6.08,4.96,6.88,4.80,6.40,5.92,5.44,5.92,6.72,7.52,6.72,8.16,8.48,7.68,9.44,7.68,7.68,9.44,6.08,7.04,9.44,7.84,8.00,8.00,11.52,11.36,9.28,8.32,10.24
0.185,6.72,4.96,3.68,6.56,4.96,6.56,6.40,8.64,6.24,6.88,6.72,6.08,6.88,6.72,4.96,6.88,7.04,7.68,8.80,9.12,8.48,9.28,8.16,9.76,8.48,7.36,8.32,6.40,8.96,7.68,8.64,8.16,9.76,8.80,8.16,11.36,7.84,9.28,10.08,10.24
0.192,7.36,6.72,7.20,5.12,5.44,5.92,6.08,6.40,5.60,7.36,6.24,5.44,5.92,6.56,5.76,6.88,7.84,6.40,8.96,7.84,7.04,9.76,6.72,8.64,7.84,8.64,7.84,6.56,6.56,7.84,8.48,8.16,9.76,9.60,8.80,9.12,6.40,9.44,8.80,8.80
0.200,6.56,6.08,6.72,5.28,4.32,4.32,5.92,5.60,6.88,6.40,6.40,5.60,6.88,5.76,8.00,7.52,5.92,6.24,6.88,6.72,8.16,6.72,8.96,8.80,9.28,9.12,9.12,8.80,10.24,7.68,10.24,9.92,7.36,8.80,11.36,9.12,7.04,8.32,8.80,10.88
0.208,6.40,5.12,6.08,4.80,5.92,5.92,6.24,7.84,5.12,5.28,6.88,6.24,5.60,6.08,7.20,8.64,6.08,7.20,7.36,7.20,7.04,7.84,8.32,8.32,8.96,8.16,8.80,8.80,8.48,8.80,8.32,7.84,9.60,10.72,8.00,8.00,11.20,8.16,9.44,7.84
0.215,6.24,5.28,5.76,5.44,5.60,3.84,6.72,7.68,5.92,6.56,7.68,5.12,7.84,8.00,6.88,7.36,8.48,6.56,6.88,8.80,4.96,5.44,6.24,7.52,6.56,8.96,6.72,6.56,8.00,7.84,8.32,9.44,8.80,7.68,9.92,8.80,9.44,9.60,10.72,10.56
0.223,4.96,5.28,5.60,5.12,6.08,5.92,4.00,7.04,7.20,8.00,6.40,6.08,6.88,7.20,5.92,6.40,7.04,6.72,8.00,8.00,7.52,8.16,7.68,9.60,7.84,7.84,8.00,9.44,6.88,9.12,6.56,9.44,7.04,10.40,11.52,9.28,9.76,10.08,9.44,8.64
0.231,5.28,7.20,5.44,8.32,6.72,8.80,7.20,7.20,6.56,7.04,5.44,8.48,5.28,6.40,5.44,7.84,6.40,8.64,9.60,8.80,8.16,6.08,9.12,6.40,9.60,8.32,7.52,9.60,11.36,8.96,8.32,11.84,8.16,10.08,7.68,10.24,8.64,10.24,10.40,8.64
0.238,6.56,5.76,8.64,6.88,6.72,6.08,6.56,6.40,7.52,5.76,4.64,7.36,6.56,7.20,6.72,7.68,7.84,8.48,8.64,7.68,7.84,7.84,7.84,8.96,9.12,8.80,8.16,9.12,9.12,9.12,8.80,7.20,10.08,10.72,10.08,6.88,9.92,11.04,8.48,8.80
0.246,6.40,6.72,5.60,6.88,6.56,7.04,5.92,6.40,4.80,7.84,6.24,7.04,6.88,7.52,7.84,8.32,6.40,8.00,8.64,7.52,7.04,5.92,7.36,8.96,8.96,8.64,9.28,9.44,8.16,9.44,10.08,9.12,7.68,11.36,9.92,10.08,8.32,8.96,10.24,10.88
0.254,7.68,4.80,7.20,6.56,5.76,4.32,7.84,7.52,6.40,5.76,7.04,7.84,7.04,6.88,7.84,7.36,5.44,8.80,6.72,8.48,5.92,7.68,7.04,8.16,8.16,9.12,7.52,8.96,7.52,11.36,8.80,11.04,9.76,10.88,9.44,11.20,8.96,10.56,12.16,11.84
0.262,5.60,6.24,6.24,6.40,7.04,7.84,6.88,7.84,7.04,6.24,9.44,6.40,4.48,6.24,7.04,5.92,8.96,7.20,5.76,6.72,9.28,7.36,10.24,8.48,6.56,7.36,8.96,8.32,10.08,6.40,9.28,8.64,9.92,9.92,10.40,10.72,7.84,8.80,10.24,11.84
0.269,5.44,5.92,6.08,5.60,6.40,6.24,6.24,9.12,5.12,7.84,8.96,5.44,6.56,5.60,7.68,7.84,8.16,8.80,7.20,7.04,6.72,8.64,8.64,9.12,11.36,8.80,10.24,9.44,7.52,10.40,6.24,7.20,7.20,10.72,8.16,10.56,8.16,10.88,9.92,10.08
0.277,6.40,5.60,7.52,7.68,5.76,5.76,7.84,8.00,7.20,6.72,8.48,5.76,7.52,8.00,8.00,7.52,9.12,8.32,8.32,7.36,8.96,10.40,5.92,8.80,8.80,8.80,9.76,8.48,8.48,11.68,8.96,9.28,7.36,9.60,11.68,9.76,10.72,13.28,12.00,11.68
0.285,5.76,7.52,6.72,5.44,6.08,6.72,5.60,6.40,8.16,8.00,6.24,6.08,5.76,8.64,6.88,8.00,9.60,8.64,8.16,8.32,9.28,8.16,8.00,9.60,8.32,9.60,7.52,7.36,8.80,10.72,9.44,11.52,9.76,9.76,10.88,9.44,11.04,7.52,9.28,9.12
0.292,5.44,5.44,7.52,5.92,7.36,6.72,5.44,7.68,8.48,7.52,7.36,5.12,6.40,8.16,7.36,8.00,8.16,7.20,10.40,8.64,7.36,7.68,8.96,11.20,8.16,7.68,11.36,7.52,8.96,9.92,9.92,12.48,9.12,10.08,10.88,10.08,12.16,9.60,11.52,11.36
0.300,7.36,5.44,7.36,8.00,6.88,6.24,7.04,7.52,4.80,6.40,7.52,7.36,8.32,7.68,7.52,7.36,8.00,7.68,8.80,6.72,8.00,7.52,7.84,7.20,6.40,7.52,8.48,9.60,9.60,10.24,10.40,8.96,8.80,12.80,10.88,10.08,9.92,7.52,8.96,10.24
